,Date,Dollars per Million Btu
3961,2012 03 20 Tue,2.19
3962,2012 03 21 Wed,2.21
3963,2012 03 22 Thu,2.19
3964,2012 03 23 Fri,2.07
3965,2012 03 26 Mon,2.16
3966,2012 03 27 Tue,2.09
3967,2012 03 28 Wed,2.05
3968,2012 03 29 Thu,2.02
3969,2012 03 30 Fri,2.0
3970,2012 04 02 Mon,1.88
3971,2012 04 03 Tue,1.94
3972,2012 04 04 Wed,2.06
3973,2012 04 05 Thu,1.98
3974,2012 04 06 Fri,
3975,2012 04 09 Mon,1.99
3976,2012 04 10 Tue,1.99
3977,2012 04 11 Wed,1.91
3978,2012 04 12 Thu,1.87
3979,2012 04 13 Fri,1.87
3980,2012 04 16 Mon,1.88
3981,2012 04 17 Tue,1.89
3982,2012 04 18 Wed,1.87
3983,2012 04 19 Thu,1.85
3984,2012 04 20 Fri,1.82
3985,2012 04 23 Mon,1.89
3986,2012 04 24 Tue,1.97
3987,2012 04 25 Wed,1.99
3988,2012 04 26 Thu,2.1
3989,2012 04 27 Fri,2.05
3990,2012 04 30 Mon,2.1
3991,2012 05 01 Tue,2.29
3992,2012 05 02 Wed,2.31
3993,2012 05 03 Thu,2.29
3994,2012 05 04 Fri,2.3
3995,2012 05 07 Mon,2.3
3996,2012 05 08 Tue,2.27
3997,2012 05 09 Wed,2.36
3998,2012 05 10 Thu,2.36
3999,2012 05 11 Fri,2.37
4000,2012 05 14 Mon,2.41
4001,2012 05 15 Tue,2.38
4002,2012 05 16 Wed,2.5
4003,2012 05 17 Thu,2.6
4004,2012 05 18 Fri,2.56
4005,2012 05 21 Mon,2.6
4006,2012 05 22 Tue,2.55
4007,2012 05 23 Wed,2.6
4008,2012 05 24 Thu,2.66
4009,2012 05 25 Fri,2.56
4010,2012 05 28 Mon,
4011,2012 05 29 Tue,2.5
4012,2012 05 30 Wed,2.39
4013,2012 05 31 Thu,2.34
4014,2012 06 01 Fri,2.24
4015,2012 06 04 Mon,2.32
4016,2012 06 05 Tue,2.39
4017,2012 06 06 Wed,2.41
4018,2012 06 07 Thu,2.33
4019,2012 06 08 Fri,2.22
4020,2012 06 11 Mon,2.22
4021,2012 06 12 Tue,2.17
4022,2012 06 13 Wed,2.18
4023,2012 06 14 Thu,2.2
4024,2012 06 15 Fri,2.44
4025,2012 06 18 Mon,2.45
4026,2012 06 19 Tue,2.59
4027,2012 06 20 Wed,2.6
4028,2012 06 21 Thu,2.48
4029,2012 06 22 Fri,2.5
4030,2012 06 25 Mon,2.7
4031,2012 06 26 Tue,2.7
4032,2012 06 27 Wed,2.87
4033,2012 06 28 Thu,2.81
4034,2012 06 29 Fri,2.74
4035,2012 07 02 Mon,2.73
4036,2012 07 03 Tue,2.78
4037,2012 07 04 Wed,
4038,2012 07 05 Thu,2.9
4039,2012 07 06 Fri,2.94
4040,2012 07 09 Mon,2.79
4041,2012 07 10 Tue,2.87
4042,2012 07 11 Wed,2.72
4043,2012 07 12 Thu,2.83
4044,2012 07 13 Fri,2.88
4045,2012 07 16 Mon,2.92
4046,2012 07 17 Tue,2.83
4047,2012 07 18 Wed,2.84
4048,2012 07 19 Thu,2.99
4049,2012 07 20 Fri,3.03
4050,2012 07 23 Mon,3.05
4051,2012 07 24 Tue,3.16
4052,2012 07 25 Wed,3.19
4053,2012 07 26 Thu,3.13
4054,2012 07 27 Fri,3.1
4055,2012 07 30 Mon,3.14
4056,2012 07 31 Tue,3.2
4057,2012 08 01 Wed,3.2
4058,2012 08 02 Thu,3.16
4059,2012 08 03 Fri,2.91
4060,2012 08 06 Mon,2.9
4061,2012 08 07 Tue,2.99
4062,2012 08 08 Wed,2.97
4063,2012 08 09 Thu,2.89
4064,2012 08 10 Fri,2.84
4065,2012 08 13 Mon,2.77
4066,2012 08 14 Tue,2.79
4067,2012 08 15 Wed,2.82
4068,2012 08 16 Thu,2.78
4069,2012 08 17 Fri,2.7
4070,2012 08 20 Mon,2.75
4071,2012 08 21 Tue,2.8
4072,2012 08 22 Wed,2.8
4073,2012 08 23 Thu,2.81
4074,2012 08 24 Fri,2.81
4075,2012 08 27 Mon,2.8
4076,2012 08 28 Tue,2.71
4077,2012 08 29 Wed,2.64
4078,2012 08 30 Thu,2.72
4079,2012 08 31 Fri,2.72
4080,2012 09 03 Mon,
4081,2012 09 04 Tue,2.81
4082,2012 09 05 Wed,2.87
4083,2012 09 06 Thu,2.85
4084,2012 09 07 Fri,2.73
4085,2012 09 10 Mon,2.66
4086,2012 09 11 Tue,2.82
4087,2012 09 12 Wed,2.96
4088,2012 09 13 Thu,3.01
4089,2012 09 14 Fri,2.94
4090,2012 09 17 Mon,2.83
4091,2012 09 18 Tue,2.74
4092,2012 09 19 Wed,2.7
4093,2012 09 20 Thu,2.76
4094,2012 09 21 Fri,2.76
4095,2012 09 24 Mon,2.82
4096,2012 09 25 Tue,2.84
4097,2012 09 26 Wed,2.92
4098,2012 09 27 Thu,3.01
4099,2012 09 28 Fri,3.08
4100,2012 10 01 Mon,3.19
4101,2012 10 02 Tue,3.21
4102,2012 10 03 Wed,3.21
4103,2012 10 04 Thu,3.23
4104,2012 10 05 Fri,3.26
4105,2012 10 08 Mon,3.18
4106,2012 10 09 Tue,3.18
4107,2012 10 10 Wed,3.26
4108,2012 10 11 Thu,3.28
4109,2012 10 12 Fri,3.38
4110,2012 10 15 Mon,3.35
4111,2012 10 16 Tue,3.27
4112,2012 10 17 Wed,3.24
4113,2012 10 18 Thu,3.28
4114,2012 10 19 Fri,3.43
4115,2012 10 22 Mon,3.49
4116,2012 10 23 Tue,3.34
4117,2012 10 24 Wed,3.43
4118,2012 10 25 Thu,3.39
4119,2012 10 26 Fri,3.38
4120,2012 10 29 Mon,3.4
4121,2012 10 30 Tue,3.42
4122,2012 10 31 Wed,3.5
4123,2012 11 01 Thu,3.5
4124,2012 11 02 Fri,3.4
4125,2012 11 05 Mon,3.34
4126,2012 11 06 Tue,3.41
4127,2012 11 07 Wed,3.47
4128,2012 11 08 Thu,3.45
4129,2012 11 09 Fri,3.33
4130,2012 11 12 Mon,3.4
4131,2012 11 13 Tue,3.57
4132,2012 11 14 Wed,3.66
4133,2012 11 15 Thu,3.63
4134,2012 11 16 Fri,3.46
4135,2012 11 19 Mon,3.63
4136,2012 11 20 Tue,3.62
4137,2012 11 21 Wed,3.59
4138,2012 11 22 Thu,
4139,2012 11 23 Fri,3.59
4140,2012 11 26 Mon,3.75
4141,2012 11 27 Tue,3.77
4142,2012 11 28 Wed,3.71
4143,2012 11 29 Thu,3.61
4144,2012 11 30 Fri,3.46
4145,2012 12 03 Mon,3.44
4146,2012 12 04 Tue,3.38
4147,2012 12 05 Wed,3.41
4148,2012 12 06 Thu,3.48
4149,2012 12 07 Fri,3.33
4150,2012 12 10 Mon,3.35
4151,2012 12 11 Tue,3.39
4152,2012 12 12 Wed,3.33
4153,2012 12 13 Thu,3.27
4154,2012 12 14 Fri,3.15
4155,2012 12 17 Mon,3.2
4156,2012 12 18 Tue,3.29
4157,2012 12 19 Wed,3.25
4158,2012 12 20 Thu,3.35
4159,2012 12 21 Fri,3.42
4160,2012 12 24 Mon,3.3
4161,2012 12 25 Tue,
4162,2012 12 26 Wed,3.35
4163,2012 12 27 Thu,3.31
4164,2012 12 28 Fri,3.4
4165,2012 12 31 Mon,3.43
4166,2013 01 01 Tue,
4167,2013 01 02 Wed,3.3
4168,2013 01 03 Thu,3.19
4169,2013 01 04 Fri,3.2
4170,2013 01 07 Mon,3.3
4171,2013 01 08 Tue,3.21
4172,2013 01 09 Wed,3.14
4173,2013 01 10 Thu,3.08
4174,2013 01 11 Fri,3.18
4175,2013 01 14 Mon,3.39
4176,2013 01 15 Tue,3.4
4177,2013 01 16 Wed,3.43
4178,2013 01 17 Thu,3.44
4179,2013 01 18 Fri,3.54
4180,2013 01 21 Mon,
4181,2013 01 22 Tue,3.63
4182,2013 01 23 Wed,3.53
4183,2013 01 24 Thu,3.56
4184,2013 01 25 Fri,3.42
4185,2013 01 28 Mon,3.25
4186,2013 01 29 Tue,3.14
4187,2013 01 30 Wed,3.24
4188,2013 01 31 Thu,3.33
4189,2013 02 01 Fri,3.34
4190,2013 02 04 Mon,3.27
4191,2013 02 05 Tue,3.34
4192,2013 02 06 Wed,3.41
4193,2013 02 07 Thu,3.39
4194,2013 02 08 Fri,3.26
4195,2013 02 11 Mon,3.2
4196,2013 02 12 Tue,3.3
4197,2013 02 13 Wed,3.29
4198,2013 02 14 Thu,3.3
4199,2013 02 15 Fri,3.19
4200,2013 02 18 Mon,
4201,2013 02 19 Tue,3.23
4202,2013 02 20 Wed,3.34
4203,2013 02 21 Thu,3.29
4204,2013 02 22 Fri,3.27
4205,2013 02 25 Mon,3.42
4206,2013 02 26 Tue,3.46
4207,2013 02 27 Wed,3.49
4208,2013 02 28 Thu,3.48
4209,2013 03 01 Fri,3.54
4210,2013 03 04 Mon,3.53
4211,2013 03 05 Tue,3.63
4212,2013 03 06 Wed,3.57
4213,2013 03 07 Thu,3.54
4214,2013 03 08 Fri,3.57
4215,2013 03 11 Mon,3.64
4216,2013 03 12 Tue,3.71
4217,2013 03 13 Wed,3.72
4218,2013 03 14 Thu,3.74
4219,2013 03 15 Fri,3.89
4220,2013 03 18 Mon,3.98
4221,2013 03 19 Tue,3.96
4222,2013 03 20 Wed,3.97
4223,2013 03 21 Thu,4.01
4224,2013 03 22 Fri,4.01
4225,2013 03 25 Mon,4.08
4226,2013 03 26 Tue,3.99
4227,2013 03 27 Wed,4.08
4228,2013 03 28 Thu,4.03
4229,2013 03 29 Fri,
4230,2013 04 01 Mon,3.97
4231,2013 04 02 Tue,4.07
4232,2013 04 03 Wed,4.0
4233,2013 04 04 Thu,3.94
4234,2013 04 05 Fri,3.98
4235,2013 04 08 Mon,4.18
4236,2013 04 09 Tue,4.08
4237,2013 04 10 Wed,4.07
4238,2013 04 11 Thu,4.11
4239,2013 04 12 Fri,4.21
4240,2013 04 15 Mon,4.23
4241,2013 04 16 Tue,4.19
4242,2013 04 17 Wed,4.24
4243,2013 04 18 Thu,4.23
4244,2013 04 19 Fri,4.38
4245,2013 04 22 Mon,4.33
4246,2013 04 23 Tue,4.27
4247,2013 04 24 Wed,4.25
4248,2013 04 25 Thu,4.19
4249,2013 04 26 Fri,4.16
4250,2013 04 29 Mon,4.28
4251,2013 04 30 Tue,4.3
4252,2013 05 01 Wed,4.31
4253,2013 05 02 Thu,4.28
4254,2013 05 03 Fri,3.98
4255,2013 05 06 Mon,3.93
4256,2013 05 07 Tue,3.88
4257,2013 05 08 Wed,3.86
4258,2013 05 09 Thu,3.87
4259,2013 05 10 Fri,3.9
4260,2013 05 13 Mon,3.87
4261,2013 05 14 Tue,3.93
4262,2013 05 15 Wed,4.03
4263,2013 05 16 Thu,4.01
4264,2013 05 17 Fri,3.89
4265,2013 05 20 Mon,4.1
4266,2013 05 21 Tue,4.13
4267,2013 05 22 Wed,4.16
4268,2013 05 23 Thu,4.15
4269,2013 05 24 Fri,4.15
4270,2013 05 27 Mon,
4271,2013 05 28 Tue,4.19
4272,2013 05 29 Wed,4.15
4273,2013 05 30 Thu,4.12
4274,2013 05 31 Fri,4.02
4275,2013 06 03 Mon,4.0
4276,2013 06 04 Tue,4.0
4277,2013 06 05 Wed,3.99
4278,2013 06 06 Thu,3.93
4279,2013 06 07 Fri,3.79
4280,2013 06 10 Mon,3.85
4281,2013 06 11 Tue,3.77
4282,2013 06 12 Wed,3.74
4283,2013 06 13 Thu,3.73
4284,2013 06 14 Fri,3.76
4285,2013 06 17 Mon,3.78
4286,2013 06 18 Tue,3.9
4287,2013 06 19 Wed,3.93
4288,2013 06 20 Thu,3.9
4289,2013 06 21 Fri,3.85
4290,2013 06 24 Mon,3.81
4291,2013 06 25 Tue,3.77
4292,2013 06 26 Wed,3.72
4293,2013 06 27 Thu,3.73
4294,2013 06 28 Fri,3.57
4295,2013 07 01 Mon,3.52
4296,2013 07 02 Tue,3.58
4297,2013 07 03 Wed,3.54
4298,2013 07 04 Thu,
4299,2013 07 05 Fri,3.52
4300,2013 07 08 Mon,3.65
4301,2013 07 09 Tue,3.69
4302,2013 07 10 Wed,3.69
4303,2013 07 11 Thu,3.64
4304,2013 07 12 Fri,3.61
4305,2013 07 15 Mon,3.67
4306,2013 07 16 Tue,3.69
4307,2013 07 17 Wed,3.67
4308,2013 07 18 Thu,3.66
4309,2013 07 19 Fri,3.78
4310,2013 07 22 Mon,3.71
4311,2013 07 23 Tue,3.68
4312,2013 07 24 Wed,3.7
4313,2013 07 25 Thu,3.68
4314,2013 07 26 Fri,3.59
4315,2013 07 29 Mon,3.49
4316,2013 07 30 Tue,3.48
4317,2013 07 31 Wed,3.46
4318,2013 08 01 Thu,3.44
4319,2013 08 02 Fri,3.39
4320,2013 08 05 Mon,3.33
4321,2013 08 06 Tue,3.35
4322,2013 08 07 Wed,3.32
4323,2013 08 08 Thu,3.27
4324,2013 08 09 Fri,3.32
4325,2013 08 12 Mon,3.34
4326,2013 08 13 Tue,3.34
4327,2013 08 14 Wed,3.36
4328,2013 08 15 Thu,3.34
4329,2013 08 16 Fri,3.35
4330,2013 08 19 Mon,3.46
4331,2013 08 20 Tue,3.48
4332,2013 08 21 Wed,3.51
4333,2013 08 22 Thu,3.52
4334,2013 08 23 Fri,3.5
4335,2013 08 26 Mon,3.55
4336,2013 08 27 Tue,3.5
4337,2013 08 28 Wed,3.54
4338,2013 08 29 Thu,3.58
4339,2013 08 30 Fri,3.57
4340,2013 09 02 Mon,
4341,2013 09 03 Tue,3.64
4342,2013 09 04 Wed,3.68
4343,2013 09 05 Thu,3.7
4344,2013 09 06 Fri,3.55
4345,2013 09 09 Mon,3.62
4346,2013 09 10 Tue,3.65
4347,2013 09 11 Wed,3.6
4348,2013 09 12 Thu,3.57
4349,2013 09 13 Fri,3.6
4350,2013 09 16 Mon,3.64
4351,2013 09 17 Tue,3.77
4352,2013 09 18 Wed,3.72
4353,2013 09 19 Thu,3.73
4354,2013 09 20 Fri,3.68
4355,2013 09 23 Mon,3.66
4356,2013 09 24 Tue,3.59
4357,2013 09 25 Wed,3.52
4358,2013 09 26 Thu,3.49
4359,2013 09 27 Fri,3.51
4360,2013 09 30 Mon,3.48
4361,2013 10 01 Tue,3.56
4362,2013 10 02 Wed,3.63
4363,2013 10 03 Thu,3.58
4364,2013 10 04 Fri,3.57
4365,2013 10 07 Mon,3.62
4366,2013 10 08 Tue,3.72
4367,2013 10 09 Wed,3.7
4368,2013 10 10 Thu,3.74
4369,2013 10 11 Fri,3.74
4370,2013 10 14 Mon,3.82
4371,2013 10 15 Tue,3.83
4372,2013 10 16 Wed,3.84
4373,2013 10 17 Thu,3.75
4374,2013 10 18 Fri,3.72
4375,2013 10 21 Mon,3.77
4376,2013 10 22 Tue,3.7
4377,2013 10 23 Wed,3.66
4378,2013 10 24 Thu,3.65
4379,2013 10 25 Fri,3.69
4380,2013 10 28 Mon,3.61
4381,2013 10 29 Tue,3.57
4382,2013 10 30 Wed,3.55
4383,2013 10 31 Thu,3.57
4384,2013 11 01 Fri,3.45
4385,2013 11 04 Mon,3.38
4386,2013 11 05 Tue,3.37
4387,2013 11 06 Wed,3.46
4388,2013 11 07 Thu,3.59
4389,2013 11 08 Fri,3.54
4390,2013 11 11 Mon,3.62
4391,2013 11 12 Tue,3.69
4392,2013 11 13 Wed,3.69
4393,2013 11 14 Thu,3.52
4394,2013 11 15 Fri,3.56
4395,2013 11 18 Mon,3.71
4396,2013 11 19 Tue,3.63
4397,2013 11 20 Wed,3.63
4398,2013 11 21 Thu,3.68
4399,2013 11 22 Fri,3.78
4400,2013 11 25 Mon,3.85
4401,2013 11 26 Tue,3.87
4402,2013 11 27 Wed,3.87
4403,2013 11 28 Thu,
4404,2013 11 29 Fri,3.87
4405,2013 12 02 Mon,3.85
4406,2013 12 03 Tue,3.84
4407,2013 12 04 Wed,3.89
4408,2013 12 05 Thu,3.97
4409,2013 12 06 Fri,4.15
4410,2013 12 09 Mon,4.24
4411,2013 12 10 Tue,4.24
4412,2013 12 11 Wed,4.24
4413,2013 12 12 Thu,4.4
4414,2013 12 13 Fri,4.44
4415,2013 12 16 Mon,4.21
4416,2013 12 17 Tue,4.2
4417,2013 12 18 Wed,4.25
4418,2013 12 19 Thu,4.25
4419,2013 12 20 Fri,4.35
4420,2013 12 23 Mon,4.52
4421,2013 12 24 Tue,4.52
4422,2013 12 25 Wed,
4423,2013 12 26 Thu,4.4
4424,2013 12 27 Fri,4.34
4425,2013 12 30 Mon,4.41
4426,2013 12 31 Tue,4.31
4427,2014 01 01 Wed,
4428,2014 01 02 Thu,4.32
4429,2014 01 03 Fri,4.39
4430,2014 01 06 Mon,4.5
4431,2014 01 07 Tue,4.58
4432,2014 01 08 Wed,4.36
4433,2014 01 09 Thu,4.15
4434,2014 01 10 Fri,3.95
4435,2014 01 13 Mon,4.19
4436,2014 01 14 Tue,4.36
4437,2014 01 15 Wed,4.45
4438,2014 01 16 Thu,4.55
4439,2014 01 17 Fri,4.39
4440,2014 01 20 Mon,
4441,2014 01 21 Tue,4.61
4442,2014 01 22 Wed,4.92
4443,2014 01 23 Thu,5.64
4444,2014 01 24 Fri,5.17
4445,2014 01 27 Mon,5.66
4446,2014 01 28 Tue,5.25
4447,2014 01 29 Wed,5.23
4448,2014 01 30 Thu,5.27
4449,2014 01 31 Fri,5.04
4450,2014 02 03 Mon,5.04
4451,2014 02 04 Tue,5.78
4452,2014 02 05 Wed,8.12
4453,2014 02 06 Thu,6.9
4454,2014 02 07 Fri,5.92
4455,2014 02 10 Mon,8.15
4456,2014 02 11 Tue,7.75
4457,2014 02 12 Wed,5.96
4458,2014 02 13 Thu,5.34
4459,2014 02 14 Fri,5.54
4460,2014 02 17 Mon,
4461,2014 02 18 Tue,5.8
4462,2014 02 19 Wed,6.0
4463,2014 02 20 Thu,5.96
4464,2014 02 21 Fri,6.24
4465,2014 02 24 Mon,6.08
4466,2014 02 25 Tue,5.21
4467,2014 02 26 Wed,4.81
4468,2014 02 27 Thu,4.61
4469,2014 02 28 Fri,4.8
4470,2014 03 03 Mon,7.09
4471,2014 03 04 Tue,7.98
4472,2014 03 05 Wed,6.46
4473,2014 03 06 Thu,4.89
4474,2014 03 07 Fri,4.78
4475,2014 03 10 Mon,4.67
4476,2014 03 11 Tue,4.67
4477,2014 03 12 Wed,4.72
4478,2014 03 13 Thu,4.41
4479,2014 03 14 Fri,4.4
4480,2014 03 17 Mon,4.57
4481,2014 03 18 Tue,4.42
4482,2014 03 19 Wed,4.43
4483,2014 03 20 Thu,4.39
4484,2014 03 21 Fri,4.33
4485,2014 03 24 Mon,4.42
4486,2014 03 25 Tue,4.53
4487,2014 03 26 Wed,4.44
4488,2014 03 27 Thu,4.39
4489,2014 03 28 Fri,4.5
4490,2014 03 31 Mon,4.48
4491,2014 04 01 Tue,4.39
4492,2014 04 02 Wed,4.39
4493,2014 04 03 Thu,4.51
4494,2014 04 04 Fri,4.49
4495,2014 04 07 Mon,4.58
4496,2014 04 08 Tue,4.57
4497,2014 04 09 Wed,4.67
4498,2014 04 10 Thu,4.67
4499,2014 04 11 Fri,4.67
4500,2014 04 14 Mon,4.64
4501,2014 04 15 Tue,4.69
4502,2014 04 16 Wed,4.64
4503,2014 04 17 Thu,4.64
4504,2014 04 18 Fri,
4505,2014 04 21 Mon,4.76
4506,2014 04 22 Tue,4.76
4507,2014 04 23 Wed,4.81
4508,2014 04 24 Thu,4.81
4509,2014 04 25 Fri,4.83
4510,2014 04 28 Mon,4.72
4511,2014 04 29 Tue,4.78
4512,2014 04 30 Wed,4.79
4513,2014 05 01 Thu,4.79
4514,2014 05 02 Fri,4.73
4515,2014 05 05 Mon,4.73
4516,2014 05 06 Tue,4.8
4517,2014 05 07 Wed,4.82
4518,2014 05 08 Thu,4.77
4519,2014 05 09 Fri,4.59
4520,2014 05 12 Mon,4.52
4521,2014 05 13 Tue,4.47
4522,2014 05 14 Wed,4.47
4523,2014 05 15 Thu,4.42
4524,2014 05 16 Fri,4.42
4525,2014 05 19 Mon,4.54
4526,2014 05 20 Tue,4.53
4527,2014 05 21 Wed,4.57
4528,2014 05 22 Thu,4.57
4529,2014 05 23 Fri,4.4
4530,2014 05 26 Mon,
4531,2014 05 27 Tue,4.4
4532,2014 05 28 Wed,4.56
4533,2014 05 29 Thu,4.63
4534,2014 05 30 Fri,4.49
4535,2014 06 02 Mon,4.49
4536,2014 06 03 Tue,4.62
4537,2014 06 04 Wed,4.62
4538,2014 06 05 Thu,4.66
4539,2014 06 06 Fri,4.66
4540,2014 06 09 Mon,4.67
4541,2014 06 10 Tue,4.67
4542,2014 06 11 Wed,4.51
4543,2014 06 12 Thu,4.51
4544,2014 06 13 Fri,4.7
4545,2014 06 16 Mon,4.71
4546,2014 06 17 Tue,4.68
4547,2014 06 18 Wed,4.68
4548,2014 06 19 Thu,4.67
4549,2014 06 20 Fri,4.53
4550,2014 06 23 Mon,4.53
4551,2014 06 24 Tue,4.49
4552,2014 06 25 Wed,4.58
4553,2014 06 26 Thu,4.58
4554,2014 06 27 Fri,4.39
4555,2014 06 30 Mon,4.39
4556,2014 07 01 Tue,4.47
4557,2014 07 02 Wed,4.47
4558,2014 07 03 Thu,4.31
4559,2014 07 04 Fri,
4560,2014 07 07 Mon,4.31
4561,2014 07 08 Tue,4.18
4562,2014 07 09 Wed,4.17
4563,2014 07 10 Thu,4.15
4564,2014 07 11 Fri,4.13
4565,2014 07 14 Mon,4.13
4566,2014 07 15 Tue,4.13
4567,2014 07 16 Wed,4.16
4568,2014 07 17 Thu,4.04
4569,2014 07 18 Fri,4.08
4570,2014 07 21 Mon,3.87
4571,2014 07 22 Tue,3.81
4572,2014 07 23 Wed,3.83
4573,2014 07 24 Thu,3.83
4574,2014 07 25 Fri,3.86
4575,2014 07 28 Mon,3.84
4576,2014 07 29 Tue,3.79
4577,2014 07 30 Wed,3.78
4578,2014 07 31 Thu,3.78
4579,2014 08 01 Fri,3.77
4580,2014 08 04 Mon,3.87
4581,2014 08 05 Tue,3.87
4582,2014 08 06 Wed,3.92
4583,2014 08 07 Thu,3.99
4584,2014 08 08 Fri,3.94
4585,2014 08 11 Mon,4.0
4586,2014 08 12 Tue,3.94
4587,2014 08 13 Wed,3.9
4588,2014 08 14 Thu,3.85
4589,2014 08 15 Fri,3.8
4590,2014 08 18 Mon,3.78
4591,2014 08 19 Tue,3.84
4592,2014 08 20 Wed,3.88
4593,2014 08 21 Thu,3.88
4594,2014 08 22 Fri,3.88
4595,2014 08 25 Mon,3.94
4596,2014 08 26 Tue,3.99
4597,2014 08 27 Wed,4.02
4598,2014 08 28 Thu,4.06
4599,2014 08 29 Fri,4.04
4600,2014 09 01 Mon,
4601,2014 09 02 Tue,4.01
4602,2014 09 03 Wed,3.94
4603,2014 09 04 Thu,3.91
4604,2014 09 05 Fri,3.86
4605,2014 09 08 Mon,3.86
4606,2014 09 09 Tue,3.93
4607,2014 09 10 Wed,3.98
4608,2014 09 11 Thu,3.94
4609,2014 09 12 Fri,3.82
4610,2014 09 15 Mon,3.92
4611,2014 09 16 Tue,3.85
4612,2014 09 17 Wed,3.97
4613,2014 09 18 Thu,3.99
4614,2014 09 19 Fri,3.99
4615,2014 09 22 Mon,3.88
4616,2014 09 23 Tue,3.9
4617,2014 09 24 Wed,3.84
4618,2014 09 25 Thu,3.89
4619,2014 09 26 Fri,3.89
4620,2014 09 29 Mon,3.89
4621,2014 09 30 Tue,4.14
4622,2014 10 01 Wed,4.14
4623,2014 10 02 Thu,4.0
4624,2014 10 03 Fri,3.94
4625,2014 10 06 Mon,3.89
4626,2014 10 07 Tue,3.88
4627,2014 10 08 Wed,3.88
4628,2014 10 09 Thu,3.87
4629,2014 10 10 Fri,3.86
4630,2014 10 13 Mon,3.87
4631,2014 10 14 Tue,3.91
4632,2014 10 15 Wed,3.81
4633,2014 10 16 Thu,3.8
4634,2014 10 17 Fri,3.73
4635,2014 10 20 Mon,3.69
4636,2014 10 21 Tue,3.62
4637,2014 10 22 Wed,3.69
4638,2014 10 23 Thu,3.6
4639,2014 10 24 Fri,3.53
4640,2014 10 27 Mon,3.56
4641,2014 10 28 Tue,3.53
4642,2014 10 29 Wed,3.6
4643,2014 10 30 Thu,3.76
4644,2014 10 31 Fri,3.82
4645,2014 11 03 Mon,3.82
4646,2014 11 04 Tue,3.67
4647,2014 11 05 Wed,3.83
4648,2014 11 06 Thu,3.92
4649,2014 11 07 Fri,3.92
4650,2014 11 10 Mon,4.18
4651,2014 11 11 Tue,4.18
4652,2014 11 12 Wed,4.2
4653,2014 11 13 Thu,4.2
4654,2014 11 14 Fri,4.05
4655,2014 11 17 Mon,4.26
4656,2014 11 18 Tue,4.33
4657,2014 11 19 Wed,4.41
4658,2014 11 20 Thu,4.41
4659,2014 11 21 Fri,4.32
4660,2014 11 24 Mon,4.09
4661,2014 11 25 Tue,4.09
4662,2014 11 26 Wed,4.15
4663,2014 11 27 Thu,
4664,2014 11 28 Fri,4.3
4665,2014 12 01 Mon,4.3
4666,2014 12 02 Tue,3.77
4667,2014 12 03 Wed,3.63
4668,2014 12 04 Thu,3.63
4669,2014 12 05 Fri,3.42
4670,2014 12 08 Mon,3.42
4671,2014 12 09 Tue,3.63
4672,2014 12 10 Wed,3.65
4673,2014 12 11 Thu,3.68
4674,2014 12 12 Fri,3.91
4675,2014 12 15 Mon,3.72
4676,2014 12 16 Tue,3.58
4677,2014 12 17 Wed,3.72
4678,2014 12 18 Thu,3.71
4679,2014 12 19 Fri,3.71
4680,2014 12 22 Mon,3.05
4681,2014 12 23 Tue,2.99
4682,2014 12 24 Wed,2.99
4683,2014 12 25 Thu,
4684,2014 12 26 Fri,2.74
4685,2014 12 29 Mon,3.07
4686,2014 12 30 Tue,3.14
4687,2014 12 31 Wed,3.14
4688,2015 01 01 Thu,
4689,2015 01 02 Fri,3.01
4690,2015 01 05 Mon,3.22
4691,2015 01 06 Tue,2.98
4692,2015 01 07 Wed,3.08
4693,2015 01 08 Thu,2.92
4694,2015 01 09 Fri,2.96
4695,2015 01 12 Mon,2.9
4696,2015 01 13 Tue,2.92
4697,2015 01 14 Wed,3.15
4698,2015 01 15 Thu,3.32
4699,2015 01 16 Fri,3.11
4700,2015 01 19 Mon,
4701,2015 01 20 Tue,2.94
4702,2015 01 21 Wed,2.94
4703,2015 01 22 Thu,2.95
4704,2015 01 23 Fri,2.96
4705,2015 01 26 Mon,2.92
4706,2015 01 27 Tue,2.96
4707,2015 01 28 Wed,2.89
4708,2015 01 29 Thu,2.88
4709,2015 01 30 Fri,2.88
4710,2015 02 02 Mon,2.88
4711,2015 02 03 Tue,2.67
4712,2015 02 04 Wed,2.73
4713,2015 02 05 Thu,2.66
4714,2015 02 06 Fri,2.66
4715,2015 02 09 Mon,2.62
4716,2015 02 10 Tue,2.67
4717,2015 02 11 Wed,2.86
4718,2015 02 12 Thu,2.86
4719,2015 02 13 Fri,2.75
4720,2015 02 16 Mon,
4721,2015 02 17 Tue,2.75
4722,2015 02 18 Wed,2.92
4723,2015 02 19 Thu,2.92
4724,2015 02 20 Fri,3.02
4725,2015 02 23 Mon,3.22
4726,2015 02 24 Tue,3.22
4727,2015 02 25 Wed,3.21
4728,2015 02 26 Thu,3.21
4729,2015 02 27 Fri,2.79
4730,2015 03 02 Mon,2.79
4731,2015 03 03 Tue,3.0
4732,2015 03 04 Wed,3.27
4733,2015 03 05 Thu,3.27
4734,2015 03 06 Fri,2.89
4735,2015 03 09 Mon,2.75
4736,2015 03 10 Tue,2.76
4737,2015 03 11 Wed,2.76
4738,2015 03 12 Thu,2.82
4739,2015 03 13 Fri,2.72
4740,2015 03 16 Mon,2.68
4741,2015 03 17 Tue,2.82
